إبْطَاءٌ,مصدر,أَبْطَأَ,مذكر,مفرد,
إِبْطَالٌ,مصدر,أَبْطَلَ,مذكر,مفرد,
إبْعَادٌ,مصدر,أبْعَدَ,مذكر,مفرد,
إبْغَاضٌ,مصدر,أبْغَضَ,مذكر,مفرد,
إِبْغَاءٌ,مصدر,أَبْغَى,مذكر,مفرد,
إِبْقَاءٌ,مصدر,أَبْقَى,مذكر,مفرد,
إِبْكَارٌ,مصدر,أَبْكَرَ,مذكر,مفرد,
إِبْكاءٌ,مصدر,أَبْكَى,مذكر,مفرد,
إِبْلاَجٌ,مصدر,أَبْلَجَ,مذكر,مفرد,
إِبْلاَغٌ,مصدر,أَبْلَغَ,مذكر,مفرد,
إِبْلاءٌ,مصدر,أَبْلَى,مذكر,مفرد,
تَأْبِينٌ,مصدر,أَبَّنَ,مذكر,مفرد,
إبْهاجٌ,مصدر,أبْهَجَ,مذكر,مفرد,
إِبْهَارٌ,مصدر,أبْهَرَ,مذكر,مفرد,
إبْهاظٌ,مصدر,أَبْهَظَ,مذكر,مفرد,
إِبْهَامٌ,مصدر,أَبْهَمَ,مذكر,مفرد,
أبَاهِيمُ,مصدر,أَبْهَمَ,مؤنث,جمع,
إِبْهَاءٌ,مصدر,أبْهَى,مذكر,مفرد,
إبَاءٌ,مصدر,أبَى,مذكر,مفرد,
اِبْيِضاضٌ,مصدر,اِبْيَضَّ,مذكر,مفرد,
إتَاحَةٌ,مصدر,أَتَاحَ,مؤنث,مفرد,
اِتِّئَادٌ,مصدر,اِتَّأَدَ,مذكر,مفرد,
إِ‏تْبَاعٌ,مصدر,أَتْبَعَ,مذكر,مفرد,
اِتِّبَاعٌ,مصدر,اِتَّبَعَ,مذكر,مفرد,
إِتْجَارٌ,مصدر,أَتْجَرَ,مذكر,مفرد,
اِتِّجَارٌ,مصدر,اِتَّجَرَ,مذكر,مفرد,
اِتِّجَاهٌ,مصدر,اِتَّجَهَ,مذكر,مفرد,
اِتِّحَادٌ,مصدر,اِتَّحَدَ,مذكر,مفرد,
إتْحَافٌ,مصدر,أتْحَفَ,مذكر,مفرد,
اِتِّخَاذٌ,مصدر,اِتَّخَذَ,مذكر,مفرد,
إِتْخَامٌ,مصدر,أَتْخَمَ,مذكر,مفرد,
إِتْرَاحٌ,مصدر,أَتْرَحَ,مذكر,مفرد,
إِتْرَاعٌ,مصدر,أتْرعَ,مذكر,مفرد,
إِتْرَافٌ,مصدر,أتَرَفَ,مذكر,مفرد,
اِتِّزَانٌ,مصدر,اِتَّزَنَ,مذكر,مفرد,
اِتِّسَاخٌ,مصدر,اِتَّسَخَ,مذكر,مفرد,
اِتِّساعٌ,مصدر,اِتَّسَعَ,مذكر,مفرد,
اِتِّسَاقٌ,مصدر,اِتَّسَقَ,مذكر,مفرد,
اِتِّسَامٌ,مصدر,اِتَّسَمَ,مذكر,مفرد,
اِتِّشَاحٌ,مصدر,اِتَّشَحَ,مذكر,مفرد,
اِتِّصَافٌ,مصدر,اِتَّصَفَ,مذكر,مفرد,
اِتِّصَالٌ,مصدر,اِتَّصَلَ,مذكر,مفرد,
اِتِّضَاحٌ,مصدر,اِتَّضَحَ,مذكر,مفرد,
إِتْعَابٌ,مصدر,أَتْعَبَ,مذكر,مفرد,
اِتِّعَاظٌ,مصدر,اِتَّعَظَ,مذكر,مفرد,
اِتِّفَاقٌ,مصدر,اِتَّفَقَ,مذكر,مفرد,
اِتِّقَادٌ,مصدر,اِتَّقَدَ,مذكر,مفرد,
إِتْقَانٌ,مصدر,أَتْقَنَ,مذكر,مفرد,
اِتِّقَاءٌ,مصدر,اِتَّقَى,مذكر,مفرد,
اِتِّكَاءٌ,مصدر,اِتَّكَأ,مذكر,مفرد,
اِتِّكَالٌ,مصدر,اِتَّكَلَ,مذكر,مفرد,
إِتْلاَفٌ,مصدر,أَتْلَفَ,مذكر,مفرد,
إتْمَامٌ,مصدر,أَتَمَّ,مذكر,مفرد,
اِتِّهَامٌ,مصدر,اِتَّهَمَ,مذكر,مفرد,
مُؤَاتَاةٌ,مصدر,آتَى,مؤنث,مفرد,
إِتْيانٌ,مصدر,أَتَى,مذكر,مفرد,
إثَابَةٌ,مصدر,أَثَابَ,مؤنث,مفرد,
إِثَارَةٌ,مصدر,أَثَارَ,مؤنث,مفرد,
إِثْبَاتٌ,مصدر,أثْبَتَ,مذكر,مفرد,
إِثْخَانٌ,مصدر,أَثْخَنَ,مذكر,مفرد,
إِيثَارٌ,مصدر,آثَرَ,مذكر,مفرد,
تَأْثِيرٌ,مصدر,أَثَّرَ,مذكر,مفرد,
إِثْرَاءٌ,مصدر,أَثْرَى,مذكر,مفرد,
تَأْثِيفٌ,مصدر,أَثَّفَ,مذكر,مفرد,
إِثْقَال,مصدر,أثْقَلَ,مذكر,مفرد,
إثْلاَثٌ,مصدر,أَثلَثَ,مذكر,مفرد,
إِثْلاَجٌ,مصدر,أَثْلَجَ,مذكر,مفرد,
إِثْمٌ,مصدر,أَثِمَ,مذكر,مفرد,
آثَامٌ,مصدر,أَثِمَ,مؤنث,جمع,
إِثمَارٌ,مصدر,أَثْمَرَ,مذكر,مفرد,
أَجِيجٌ,مصدر,أجَّ,مذكر,مفرد,
إِجَادَةٌ,مصدر,أَجَادَ,مؤنث,مفرد,
إجَارَةٌ,مصدر,أَجَارَ,مؤنث,مفرد,
إجَازَةٌ,مصدر,أجَازَ,مؤنث,مفرد,
إجاعَةٌ,مصدر,أَجاعَ,مؤنث,مفرد,
إِجَالَةٌ,مصدر,أَجَالَ,مؤنث,مفرد,
إِجْبَارٌ,مصدر,أَجْبَرَ,مذكر,مفرد,
اِجْتِيَاحٌ,مصدر,اِجْتَاحَ,مذكر,مفرد,
اِجْتِيَازٌ,مصدر,اِجْتَازَ,مذكر,مفرد,
اِجْتِثَاثٌ,مصدر,اِجْتَثَّ,مذكر,مفرد,
اِجْتِذَابٌ,مصدر,اِجْتَذَبَ,مذكر,مفرد,
اجْتِرَارٌ,مصدر,اِجْتَرَّ,مذكر,مفرد,
اِجْتِرَاءٌ,مصدر,اِجْتَرأ,مذكر,مفرد,
اجْتِراعٌ,مصدر,اِجْترعَ,مذكر,مفرد,
اجْتِرَافٌ,مصدر,اِجْتَرَفَ,مذكر,مفرد,
اِجْتِزَازٌ,مصدر,اِجْتَزَّ,مذكر,مفرد,
اِجْتِلاَبٌ,مصدر,اِجْتَلبَ,مذكر,مفرد,
اِجْتِمَاعٌ,مصدر,اِجْتَمَعَ,مذكر,مفرد,
اجْتِنَابٌ,مصدر,اِجْتَنَبَ,مذكر,مفرد,
اِجْتِناءٌ,مصدر,اِجْتَنَى,مذكر,مفرد,
اِجْتِهَادٌ,مصدر,اِجْتَهَدَ,مذكر,مفرد,
تَأْجِيجٌ,مصدر,أَجَّجَ,مذكر,مفرد,
إِجْحَافٌ,مصدر,أجْحَفَ,مذكر,مفرد,
إِجْدابٌ,مصدر,أجْدَبَ,مذكر,مفرد,
إِجْذَامٌ,مصدر,أجْذَمَ,مذكر,مفرد,
إِيجَارٌ,مصدر,آجَرَ,مذكر,مفرد,
تَأْجِيرٌ,مصدر,أَجَّرَ,مذكر,مفرد,
إجْرَاسٌ,مصدر,أجْرَسَ,مذكر,مفرد,
إِجْرَامٌ,مصدر,أجْرَمَ,مذكر,مفرد,
إِجْرَاءٌ,مصدر,أَجْرَى,مذكر,مفرد,
إِجْزَالٌ,مصدر,أجْزَلَ,مذكر,مفرد,
إِجْزَاءٌ,مصدر,أجْزَى,مذكر,مفرد,
إجْفَالٌ,مصدر,أجْفَلَ,مذكر,مفرد,
تَأْجِيلٌ,مصدر,أَجَّلَ,مذكر,مفرد,
إجْلالٌ,مصدر,أجَلَّ,مذكر,مفرد,
إِجْلاَبٌ,مصدر,أَجْلَبَ,مذكر,مفرد,
إِجْلاَءٌ,مصدر,أجْلَى,مذكر,مفرد,
إِجْمَاعٌ,مصدر,أَجْمَعَ,مذكر,مفرد,
إِجْمَالٌ,مصدر,أَجْمَلَ,مذكر,مفرد,
إِجْنَاحٌ,مصدر,أجْنَحَ,مذكر,مفرد,
إجْهَادٌ,مصدر,أَجْهَدَ,مذكر,مفرد,
إِجْهَارٌ,مصدر,أجْهَرَ,مذكر,مفرد,
إِجْهَازٌ,مصدر,أَجْهَزَ,مذكر,مفرد,
إِجْهَاشٌ,مصدر,أجْهَشَ,مذكر,مفرد,
إِجْهَاضٌ,مصدر,أجْهَضَ,مذكر,مفرد,
إِجْهَامٌ,مصدر,أَجْهَمَ,مذكر,مفرد,
إِحَارَةٌ,مصدر,أحَارَ,مؤنث,مفرد,
إحَاطَةٌ,مصدر,أحَاطَ,مؤنث,مفرد,
إحَاقَةٌ,مصدر,أَحاقَ,مؤنث,مفرد,
إِحالَةٌ,مصدر,أَحَالَ,مؤنث,مفرد,
إِحْبَاسٌ,مصدر,أحْبَسَ,مذكر,مفرد,
إِحْبَاطٌ,مصدر,أحْبَطَ,مذكر,مفرد,
إِحْبَاكٌ,مصدر,أحْبَكَ,مذكر,مفرد,
اِحْتِيَاجٌ,مصدر,اِحْتَاجَ,مذكر,مفرد,
اِحْتِيَاطٌ,مصدر,اِحْتَاطَ,مذكر,مفرد,
اِحْتِيَالٌ,مصدر,اِحْتَالَ,مذكر,مفرد,
اِحْتِبَاسٌ,مصدر,اِحْتَبَسَ,مذكر,مفرد,
اِحْتِجَاجٌ,مصدر,اِحْتَجَّ,مذكر,مفرد,
اِحْتِجَابٌ,مصدر,اِحْتَجَبَ,مذكر,مفرد,
اِحْتِجَازٌ,مصدر,اِحْتَجَزَ,مذكر,مفرد,
اِحْتِدَادٌ,مصدر,اِحْتَدَّ,مذكر,مفرد,
اِحْتِدَامٌ,مصدر,اِحْتَدَمَ,مذكر,مفرد,
اِحْتِذَاءٌ,مصدر,اِحتَذَى,مذكر,مفرد,
اِحْترَازٌ,مصدر,اِحْتَرزَ,مذكر,مفرد,
اِحْتِرَاسٌ,مصدر,اِحْتَرَسَ,مذكر,مفرد,
اِحْتِرَافٌ,مصدر,اِحْتَرَفَ,مذكر,مفرد,
اِحْتِراقٌ,مصدر,اِحْتَرَقَ,مذكر,مفرد,
اِحْتِرَامٌ,مصدر,اِحْتَرَمَ,مذكر,مفرد,
اِحْتِسابٌ,مصدر,اِحْتَسَبَ,مذكر,مفرد,
اِحْتِسَاءٌ,مصدر,اِحْتَسَى,مذكر,مفرد,
اِحْتِشَادٌ,مصدر,اِحْتَشَدَ,مذكر,مفرد,
اِحْتِشَامٌ,مصدر,اِحْتَشَمَ,مذكر,مفرد,
اِحْتِضَارٌ,مصدر,اِحْتَضَرَ,مذكر,مفرد,
احْتِضَانٌ,مصدر,اِحْتَضَن,مذكر,مفرد,
اِحْتِطَابٌ,مصدر,اِحْتَطَبَ,مذكر,مفرد,
اِحْتِفَاظٌ,مصدر,اِحْتَفَظَ,مذكر,مفرد,
اِحْتِمَالٌ,مصدر,اِحْتَمَلَ,مذكر,مفرد,
اِحْتِفَاءٌ,مصدر,اِحْتَفَى,مذكر,مفرد,
اِحْتِقَارٌ,مصدر,اِحْتقَرَ,مذكر,مفرد,
اِحْتِقانٌ,مصدر,اِحْتقَنَ,مذكر,مفرد,
اِحْتِكَاكٌ,مصدر,اِحْتَكَّ,مذكر,مفرد,
اِحْتِكَارٌ,مصدر,اِحْتَكَرَ,مذكر,مفرد,
اِحْتِكَامٌ,مصدر,اِحْتَكَمَ,مذكر,مفرد,
اِحْتِلاَلٌ,مصدر,اِحْتَلَّ,مذكر,مفرد,
اِحْتِلاَبٌ,مصدر,اِحْتَلَبَ,مذكر,مفرد,
اِحْتِلاَمٌ,مصدر,اِحْتَلَمَ,مذكر,مفرد,
إِحْرَامٌ,مصدر,أحْرَمَ,مذكر,مفرد,
اِحْتِمَاءٌ,مصدر,اِحْتَمَى,مذكر,مفرد,
اِحْتِواءٌ,مصدر,اِحْتَوَى,مذكر,مفرد,
إِحْجَامٌ,مصدر,أَحْجَمَ,مذكر,مفرد,
إِحْدَاثٌ,مصدر,أَحْدَثَ,مذكر,مفرد,
إِحْدَاقٌ,مصدر,أحْدَقَ,مذكر,مفرد,
اِحْدِيدَابٌ,مصدر,اِحْدَوْدَبَ,مذكر,مفرد,
إِحْرَاجٌ,مصدر,أَحْرَجَ,مذكر,مفرد,
إِحْرَازٌ,مصدر,أَحْرَزَ,مذكر,مفرد,
إِحْرَاقٌ,مصدر,أحْرَقَ,مذكر,مفرد,
اِحْمِرَارٌ,مصدر,اِحْمَرَّ,مذكر,مفرد,
إِحْزَانٌ,مصدر,أحْزَنَ,مذكر,مفرد,
إِحْسَاسٌ,مصدر,أَحَسَّ,مذكر,مفرد,
إحْسَانٌ,مصدر,أحْسَنَ,مذكر,مفرد,
إِحْصَاءٌ,مصدر,أحْصَى,مذكر,مفرد,
إحْضَارٌ,مصدر,أَحْضَرَ,مذكر,مفرد,
إِحْقَاقٌ,مصدر,أحَقَّ,مذكر,مفرد,
إحْكَامٌ,مصدر,أحْكَمَ,مذكر,مفرد,
إِحْلاَلٌ,مصدر,أحَلَّ,مذكر,مفرد,
إِحْلاَفٌ,مصدر,أحْلَفَ,مذكر,مفرد,
إِخْبَارٌ,مصدر,أخْبَرَ,مذكر,مفرد,
إِحْمَاضٌ,مصدر,أحْمَضَ,مذكر,مفرد,
إحْمَاءٌ,مصدر,أحْمَى,مذكر,مفرد,
إحْنَاءٌ,مصدر,أحْنَى,مذكر,مفرد,
إِحْوَاجٌ,مصدر,أَحْوَجَ,مذكر,مفرد,
اِحْوِرَارٌ,مصدر,اِحْوَرَّ,مذكر,مفرد,
اِحْوِلاَلٌ,مصدر,اِحْوَلَّ,مذكر,مفرد,
إِحْيَاءٌ,مصدر,أَحْيَا,مذكر,مفرد,
اِخْضِيضَارٌ,مصدر,اِخضر,مذكر,مفرد,
إِخَافَةٌ,مصدر,أخَافَ,مؤنث,مفرد,
اِخْتِرَاقٌ,مصدر,اِخْتَرَقَ,مذكر,مفرد,
إِخْبَاءٌ,مصدر,أَخْبَى,مذكر,مفرد,
اِخْتِيَارٌ,مصدر,اِخْتارَ,مذكر,مفرد,
اِخْتِيَالٌ,مصدر,اِخْتَالَ,مذكر,مفرد,
اِخْتِبَاءٌ,مصدر,اِخْتَبَأ,مذكر,مفرد,
اِختبَارٌ,مصدر,اِخْتَبَرَ,مذكر,مفرد,
اِخْتِبَازٌ,مصدر,اِخْتَبَزَ,مذكر,مفرد,
اِخْتِتَامٌ,مصدر,اِخْتَتَمَ,مذكر,مفرد,
اِخْتِتَانٌ,مصدر,اِخْتَتَنَ,مذكر,مفرد,
اِخْتِرَاعٌ,مصدر,اِخْتَرَعَ,مذكر,مفرد,
اِخْتِلالٌ,مصدر,اِخْتَلَّ,مذكر,مفرد,
اِخْتِزَالٌ,مصدر,اِخْتَزَلَ,مذكر,مفرد,
اِخْتِزَانٌ,مصدر,اِخْتزَنَ,مذكر,مفرد,
اِخْتِصَاصٌ,مصدر,اِخْتَصَّ,مذكر,مفرد,
اِخْتِصَارٌ,مصدر,اِخْتَصَرَ,مذكر,مفرد,
اِخْتِصَامٌ,مصدر,اِخْتَصَمَ,مذكر,مفرد,
اِخْتِضَابٌ,مصدر,اِخْتَضَبَ,مذكر,مفرد,
اِختِطَاطٌ,مصدر,اِخْتَطَّ,مذكر,مفرد,
اِخْتِطَافٌ,مصدر,اِخْتَطَفَ,مذكر,مفرد,
اِختِفَاءٌ,مصدر,اِخْتَفَى,مذكر,مفرد,
إِخْجالٌ,مصدر,أخْجَلَ,مذكر,مفرد,
اِخْتِلاَجٌ,مصدر,اِخْتَلَجَ,مذكر,مفرد,
اخْتِلاَسٌ,مصدر,اِخْتَلَسَ,مذكر,مفرد,
اِخْتِلاطٌ,مصدر,اِخْتَلَطَ,مذكر,مفرد,
اِخْتِلاَفٌ,مصدر,اِخْتَلَفَ,مذكر,مفرد,
اِخْتِلاَقٌ,مصدر,اِخْتَلقَ,مذكر,مفرد,
اِخْتِلاَءٌ,مصدر,اِخْتَلى,مذكر,مفرد,
اِخْتِمَارٌ,مصدر,اِخْتَمَرَ,مذكر,مفرد,
اِخْتِنَاقٌ,مصدر,اِخْتَنَقَ,مذكر,مفرد,
إِخْثَارٌ,مصدر,أَخْثَرَ,مذكر,مفرد,
إِخْضَابٌ,مصدر,أَخْضَبَ,مذكر,مفرد,
إِخْدَاعٌ,مصدر,أَخْدَعَ,مذكر,مفرد,
مُؤَاخَذَةٌ,مصدر,آخَذَ,مؤنث,مفرد,
أخْذٌ,مصدر,أخَذَ,مذكر,مفرد,
أُخْذان,مصدر,أخَذَ,مؤنث,جمع,
تَأْخِيرٌ,مصدر,أَخَّرَ,مذكر,مفرد,
إِخْرَاجٌ,مصدر,أخْرَجَ,مذكر,مفرد,
إِخْرَاسٌ,مصدر,أخْرسَ,مذكر,مفرد,
إِخْزَاءٌ,مصدر,أخْزَى,مذكر,مفرد,
إِخْصَابٌ,مصدر,أَخْصَبَ,مذكر,مفرد,
اِخْضِرَارٌ,مصدر,اِخْضَرَّ,مذكر,مفرد,
إِخْضَاعٌ,مصدر,أخْضَعَ,مذكر,مفرد,
إِخْطَارٌ,مصدر,أخْطَرَ,مذكر,مفرد,
إخفَاقٌ,مصدر,أخْفَقَ,مذكر,مفرد,
إِخْفَاءٌ,مصدر,أخْفى,مذكر,مفرد,
إِخْلالٌ,مصدر,أخَلَّ,مذكر,مفرد,
إِخْلاَدٌ,مصدر,أخْلَدَ,مذكر,مفرد,
إِخْلاَصٌ,مصدر,أخْلَصَ,مذكر,مفرد,
إِخْلاَفٌ,مصدر,أخْلَفَ,مذكر,مفرد,
إِخْمادٌ,مصدر,أَخْمَدَ,مذكر,مفرد,
إِخْنَاءٌ,مصدر,أخْنَى,مذكر,مفرد,
إِخَاءٌ,مصدر,آخَى,مذكر,مفرد,
مُؤَاخَاةٌ,مصدر,آخَى,مؤنث,مفرد,
إِدَارَةٌ,مصدر,أدَارَ,مؤنث,مفرد,
إِدَانَةٌ,مصدر,أَدَانَ,مؤنث,مفرد,
تَأْدِيبٌ,مصدر,أَدَّبَ,مذكر,مفرد,
إِدْبَارٌ,مصدر,أدْبَرَ,مذكر,مفرد,
اِدِّثَارٌ,مصدر,اِدَّثَرَ,مذكر,مفرد,
إِدْجَاءٌ,مصدر,أَدْجى,مذكر,مفرد,
إدْحَاضٌ,مصدر,أَدْحَضَ,مذكر,مفرد,
إِدْمَانٌ,مصدر,أَدْمَنَ,مذكر,مفرد,
اِدِّخارٌ,مصدر,اِدَّخَرَ,مذكر,مفرد,
إدْخَالٌ,مصدر,أَدْخَلَ,مذكر,مفرد,
إدْرَارٌ,مصدر,أَدَرَّ,مذكر,مفرد,
إِدْرَاجٌ,مصدر,أَدْرَجَ,مذكر,مفرد,
إِدْرَاكٌ,مصدر,أَدْرَكَ,مذكر,مفرد,
اِدِّعَاءٌ,مصدر,اِدَّعَى,مذكر,مفرد,
إِدْفَاءٌ,مصدر,أَدْفَأَ,مذكر,مفرد,
إِدْلاَءٌ,مصدر,أَدْلَى,مذكر,مفرد,
إِدْمَاجٌ,مصدر,أَدْمَجَ,مذكر,مفرد,
إذْكَاءٌ,مصدر,أَذْكَى,مذكر,مفرد,
إِدْمَاءٌ,مصدر,أَدْمَى,مذكر,مفرد,
إِدْناءٌ,مصدر,أَدْنَى,مذكر,مفرد,
أَدَاءٌ,مصدر,أدَّى,مذكر,مفرد,
إذَاعَةٌ,مصدر,أَذَاعَ,مؤنث,مفرد,
إذَاقَةٌ,مصدر,أذَاقَ,مؤنث,مفرد,
إذْبَالٌ,مصدر,أَذْبَلَ,مذكر,مفرد,
اِذِّخَارٌ,مصدر,اِذَّخَرَ,مذكر,مفرد,
إِذْعَانٌ,مصدر,أَذْعَنَ,مذكر,مفرد,
اِذِّكَارٌ,مصدر,اِذَّكَرَ,مذكر,مفرد,
مُؤَارَبَةٌ,مصدر,آرَبَ,مؤنث,مفرد,
إِذْلاَلٌ,مصدر,أَذَلَّ,مذكر,مفرد,
أَذَانٌ,مصدر,أَذِنَ,مذكر,مفرد,
إِذْنٌ,مصدر,أَذِنَ,مذكر,مفرد,
أُذُونٌ,مصدر,أَذِنَ,مؤنث,جمع,
إِذْهَالٌ,مصدر,أَذْهَلَ,مذكر,مفرد,
أَذىً,مصدر,أَذِيَ,مذكر,مفرد,
إِرَاحَةٌ,مصدر,أَرَاحَ,مؤنث,مفرد,
إِرَادَةٌ,مصدر,أَرَادَ,مؤنث,مفرد,
إِرَاقَةٌ,مصدر,أراق,مؤنث,مفرد,
اِرْتِحَالٌ,مصدر,ارْتَحَل,مذكر,مفرد,
إِرْبَاكٌ,مصدر,أَرْبَكَ,مذكر,مفرد,
اِرْتِيَاحٌ,مصدر,اِرْتَاحَ,مذكر,مفرد,
اِرْتِيَادٌ,مصدر,اِرْتَادَ,مذكر,مفرد,
اِرْتِيَاعٌ,مصدر,اِرتاع,مذكر,مفرد,
اِرْتِبَاطٌ,مصدر,اِرْتَبَطَ,مذكر,مفرد,
اِرْتِبَاكٌ,مصدر,اِرْتَبَكَ,مذكر,مفرد,
اِرْتِجَاجٌ,مصدر,اِرْتَجَّ,مذكر,مفرد,
اِرْتِجَافٌ,مصدر,اِرْتَجَفَ,مذكر,مفرد,
اِرْتِجَالٌ,مصدر,اِرْتَجَلَ,مذكر,مفرد,
اِرْتِطَامٌ,مصدر,اِرْتَطَمَ,مذكر,مفرد,
اِرْتِخَاءٌ,مصدر,اِرْتَخَى,مذكر,مفرد,
اِرْتِدَادٌ,مصدر,اِرْتَدَّ,مذكر,مفرد,
اِرْتِدَاءٌ,مصدر,اِرْتَدَى,مذكر,مفرد,
اِرْتِزَاقٌ,مصدر,اِرْتَزَقَ,مذكر,مفرد,
اِرْتِسَامٌ,مصدر,اِرْتَسَمَ,مذكر,مفرد,
اِرْتِشَافٌ,مصدر,اِرْتَشَفَ,مذكر,مفرد,
اِرْتِشَاءٌ,مصدر,اِرْتَشَى,مذكر,مفرد,
اِرْتِصَافٌ,مصدر,اِرْتَصَفَ,مذكر,مفرد,
اِرْتِضَاءٌ,مصدر,اِرْتَضَى,مذكر,مفرد,
اِرْتِوَاءٌ,مصدر,اِرْتَوَى,مذكر,مفرد,
اِرْتِعَادٌ,مصدر,اِرْتَعَدَ,مذكر,مفرد,
اِرْتِعَاشٌ,مصدر,اِرْتَعَشَ,مذكر,مفرد,
اِرْتِفَاعٌ,مصدر,اِرْتَفَعَ,مذكر,مفرد,
اِرْتِقَابٌ,مصدر,اِرْتَقَبَ,مذكر,مفرد,
اِرْتِقَاءٌ,مصدر,اِرْتَقَى,مذكر,مفرد,
اِرْتِكَابٌ,مصدر,اِرْتَكَبَ,مذكر,مفرد,
اِرْتِكَازٌ,مصدر,اِرْتَكَزَ,مذكر,مفرد,
اِرْتِكَاسٌ,مصدر,اِرْتَكَسَ,مذكر,مفرد,
اِرْتِمَاءٌ,مصدر,اِرْتَمَى,مذكر,مفرد,
إرْسَاءٌ,مصدر,أَرْسَى,مذكر,مفرد,
أَرِيجٌ,مصدر,أَرِجَ,مذكر,مفرد,
أَرَائِجُ,مصدر,أَرِجَ,مؤنث,جمع,
إِرْجَاءٌ,مصدر,أَرْجَأَ,مذكر,مفرد,
